contentid,contenttypeid,title,addr1,addr2,zipcode,tel,mapx,mapy,mlevel,firstimage,firstimage2,cpyrhtDivCd,createdtime,modifiedtime,areacode,sigungucode,lDongRegnCd,lDongSignguCd,cat1,cat2,cat3,lclsSystm1,lclsSystm2,lclsSystm3
3305535,38,코치 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/09/4024209_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4024209_image3_1.jpg,Type3,20240202160103,20260330091611,,,50,130,,,,SH,SH04,SH040300
3305644,38,마쥬 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/16/4045016_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/16/4045016_image3_1.png,Type3,20240202170602,20260327092150,,,50,130,,,,SH,SH04,SH040300
3305715,38,톡스앤필의원 제주점,제주특별자치도 제주시 노형로 378 (노형동),청담빌딩,63083,,126.476304019779,33.4835900233367,6,https://tong.visitkorea.or.kr/cms/resource/67/4020367_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/4020367_image3_1.jpg,Type3,20240202170905,20260319094959,,,50,110,,,,SH,SH04,SH040300
3305760,38,올리브영 서귀포점,제주특별자치도 서귀포시 중정로61번길 4 (서귀동),,63591,,126.563107742108,33.2481014840114,6,https://tong.visitkorea.or.kr/cms/resource/56/4029056_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/56/4029056_image3_1.jpg,Type3,20240411164849,20260317101259,,,50,130,,,,SH,SH04,SH040300
3305767,38,휴고보스 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/13/4024213_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/13/4024213_image3_1.jpg,Type3,20240202160001,20260319063120,,,50,130,,,,SH,SH04,SH040300
3305785,38,세인트앤드류스 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/15/4045015_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/15/4045015_image3_1.jpg,Type3,20240202143358,20260327092150,,,50,130,,,,SH,SH04,SH040300
3305786,38,GS25 서귀오션점,제주특별자치도 서귀포시 중앙로 19-1 (서귀동),,63595,,126.561774311883,33.2462413271495,6,https://tong.visitkorea.or.kr/cms/resource/46/4043146_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/4043146_image3_1.jpg,Type3,20240411161941,20260327092150,,,50,130,,,,SH,SH04,SH040300
3305842,38,빌라봉 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/83/4021383_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4021383_image3_1.jpg,Type3,20240202145432,20260330091611,,,50,130,,,,SH,SH04,SH040300
3305879,38,토즈 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/08/4024208_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/08/4024208_image3_1.jpg,Type3,20240202160047,20260330091611,,,50,130,,,,SH,SH04,SH040300
3306086,38,SI빌리지 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/05/4024205_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/05/4024205_image3_1.jpg,Type3,20240202103829,20260330091611,,,50,130,,,,SH,SH04,SH040300
3306117,38,와인피부과의원,제주특별자치도 제주시 1100로 3178 (노형동),3-4층,63091,,126.485332189237,33.46981155562,6,https://tong.visitkorea.or.kr/cms/resource/65/4042365_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/65/4042365_image3_1.jpg,Type3,20240202171215,20260326092041,,,50,110,,,,SH,SH04,SH040300
3306134,38,올리브영 제주 타운,제주특별자치도 제주시 광양11길 2 (이도이동),,63209,,126.530698234665,33.4989149503494,6,https://tong.visitkorea.or.kr/cms/resource/62/4029062_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/4029062_image3_1.jpg,Type3,20240411161108,20260317101259,,,50,110,,,,SH,SH04,SH040300
3306189,38,에스마켓 신제주점,제주특별자치도 제주시 신광로 53 (연동),1층,63123,,126.490250179763,33.4873407318799,6,https://tong.visitkorea.or.kr/cms/resource/80/4017180_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4017180_image3_1.jpg,Type3,20240202162726,20260318101005,,,50,110,,,,SH,SH04,SH040300
3306257,38,올리브영 제주제원점,제주특별자치도 제주시 신광로 57 (연동),1층,63123,,126.49024720861,33.4870397681794,6,https://tong.visitkorea.or.kr/cms/resource/76/4029076_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/76/4029076_image3_1.png,Type3,20240411165536,20260317101259,,,50,110,,,,SH,SH04,SH040300
3306392,38,올리브영 제주나인몰점,제주특별자치도 제주시 과원로 128 (연동),나인몰 1층,63142,,126.49473584539,33.4806759540066,6,https://tong.visitkorea.or.kr/cms/resource/61/4029061_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/61/4029061_image3_1.jpg,Type3,20240411164728,20260330091611,,,50,110,,,,SH,SH04,SH040300
3306402,38,헌터 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/12/4024212_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/12/4024212_image3_1.jpg,Type3,20240202143335,20260330091611,,,50,130,,,,SH,SH04,SH040300
3306485,38,써스데이아일랜드 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/17/4045017_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/17/4045017_image3_1.png,Type3,20240202155950,20260327092150,,,50,130,,,,SH,SH04,SH040300
3306640,38,올리브영 제주일도이동점,제주특별자치도 제주시 고마로 81 (일도이동),,63254,,126.540716401931,33.5070302181742,6,https://tong.visitkorea.or.kr/cms/resource/59/4029059_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/59/4029059_image3_1.png,Type3,20240411165413,20260317101259,,,50,110,,,,SH,SH04,SH040300
3306704,38,질스튜어트 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/70/4042070_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/4042070_image3_1.jpg,Type3,20240202103819,20260326092041,,,50,130,,,,SH,SH04,SH040300
3306775,38,한섬 아울렛 FX 타임옴므 제주점,제주특별자치도 제주시 1100로 3178 (노형동),"1,2층",63091,,126.485332189237,33.46981155562,6,https://tong.visitkorea.or.kr/cms/resource/87/4020087_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4020087_image3_1.jpg,Type3,20240202174934,20260401050057,,,50,110,,,,SH,SH04,SH040300
3306785,38,골프존마켓 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/10/4045010_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4045010_image3_1.jpg,Type3,20240202103939,20260327092150,,,50,130,,,,SH,SH04,SH040300
3306805,38,미즈노 신제주점,제주특별자치도 제주시 신광로 32 (연동),1층,63129,,126.489869210269,33.4893894746553,6,https://tong.visitkorea.or.kr/cms/resource/36/4020336_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4020336_image3_1.jpg,Type3,20240202170837,20260317101259,,,50,110,,,,SH,SH04,SH040300
3306817,38,올리브영 제주월랑로점,제주특별자치도 제주시 월랑로 43 (노형동),,63100,,126.475430281241,33.4891347222497,6,https://tong.visitkorea.or.kr/cms/resource/84/4029084_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/84/4029084_image3_1.jpg,Type3,20240411165252,20260317101259,,,50,110,,,,SH,SH04,SH040300
3306863,38,락포트 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/10/4044510_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4044510_image3_1.jpg,Type3,20240202160019,20260327092150,,,50,130,,,,SH,SH04,SH040300
3306873,38,캘빈클라인언더웨어 제주대리점,제주특별자치도 제주시 신광로 44 (연동),1층,63129,,126.489828806996,33.4883157827993,6,https://tong.visitkorea.or.kr/cms/resource/70/4020370_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/4020370_image3_1.jpg,Type3,20240202160546,20260319094959,,,50,110,,,,SH,SH04,SH040300
3306874,38,노스페이스 신제주점,제주특별자치도 제주시 노연로 115 (연동),,63123,,126.492479275592,33.4860187697738,6,https://tong.visitkorea.or.kr/cms/resource/11/4020411_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/4020411_image3_1.jpg,Type3,20240221202029,20260401051953,,,50,110,,,,SH,SH04,SH040300
3306898,38,송지오 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/72/4042072_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/72/4042072_image3_1.jpeg,Type3,20240202103851,20260326092041,,,50,130,,,,SH,SH04,SH040300
3306940,38,올리브영 제주세화점,제주특별자치도 제주시 구좌읍 일주동로 3113,,63360,,126.852454106428,33.5232458500246,6,https://tong.visitkorea.or.kr/cms/resource/63/4029063_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/63/4029063_image3_1.png,Type3,20240411165010,20260317101259,,,50,110,,,,SH,SH04,SH040300
3306943,38,디스커버리 제주점,제주특별자치도 제주시 관덕로11길 24 (일도일동),,63277,,126.525691222746,33.5152427254121,6,https://tong.visitkorea.or.kr/cms/resource/64/4020364_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/64/4020364_image3_1.jpg,Type3,20240202160554,20260319094959,,,50,110,,,,SH,SH04,SH040300
3306952,38,구호 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/11/4045011_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/11/4045011_image3_1.png,Type3,20240202104006,20260327092150,,,50,130,,,,SH,SH04,SH040300
3306983,38,페세리코 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/07/4024207_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/4024207_image3_1.jpg,Type3,20240202160034,20260330091611,,,50,130,,,,SH,SH04,SH040300
3307027,38,골든구스 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/10/4024210_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4024210_image3_1.jpg,Type3,20240202103902,20260330091611,,,50,130,,,,SH,SH04,SH040300
3307036,38,엄브로 제주점,제주특별자치도 제주시 노연로 93 (연동),,63123,,126.490216749808,33.4860127292561,6,https://tong.visitkorea.or.kr/cms/resource/04/4045704_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/04/4045704_image3_1.jpg,Type3,20240202162853,20260330091611,,,50,110,,,,SH,SH04,SH040300
3307062,38,지오다노 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/19/4045019_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/19/4045019_image3_1.jpg,Type3,20240202155955,20260327092150,,,50,130,,,,SH,SH04,SH040300
3307094,38,롯데하이마트 서귀포점,제주특별자치도 서귀포시 일주동로 8631 (동홍동),,63589,,126.56603770758,33.2539438470186,6,https://tong.visitkorea.or.kr/cms/resource/00/4020400_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/00/4020400_image3_1.jpg,Type3,20240202192149,20260316105417,,,50,130,,,,SH,SH04,SH040300
3307098,38,라이프워크 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/11/4024211_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/4024211_image3_1.jpg,Type3,20240202103952,20260330091611,,,50,130,,,,SH,SH04,SH040300
3307106,38,CU 제주항국제여객터미널,제주특별자치도 제주시 임항로 191 (건입동),,63280,,126.5440785094,33.5258373782,6,https://tong.visitkorea.or.kr/cms/resource/95/4020395_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/4020395_image3_1.jpg,Type3,20240411184106,20260715200640,,,50,110,,,,SH,SH04,SH040300
3307329,38,올리브영 서귀포광장점,제주특별자치도 서귀포시 서문로 1 (서귀동),,63592,,126.560754113588,33.2522392497203,6,https://tong.visitkorea.or.kr/cms/resource/48/4029048_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/48/4029048_image3_1.png,Type3,20240411153506,20260330091611,,,50,130,,,,SH,SH04,SH040300
3307452,38,올리브영 제주한라대점,제주특별자치도 제주시 한라대학로 37 (노형동),1층,63088,,126.47541661026,33.4782658840834,6,https://tong.visitkorea.or.kr/cms/resource/93/4029093_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4029093_image3_1.jpg,Type3,20240411165658,20260317101259,,,50,110,,,,SH,SH04,SH040300
3307504,38,올리브영 제주아라일동점,제주특별자치도 제주시 연북로 527 (아라일동),,63233,,126.536163681745,33.4851989356373,6,https://tong.visitkorea.or.kr/cms/resource/81/4029081_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4029081_image3_1.jpg,Type3,20240411165131,20260317101259,,,50,110,,,,SH,SH04,SH040300
3307523,38,북앤북스,제주특별자치도 제주시 1100로 3308 (노형동),,63086,,126.481718642804,33.4816322571847,6,https://tong.visitkorea.or.kr/cms/resource/44/4017444_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/44/4017444_image3_1.jpg,Type3,20240202174905,20260318101005,,,50,110,,,,SH,SH04,SH040300
3307669,38,아이잗바바 신세계사이먼프리미엄아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/12/4045012_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/12/4045012_image3_1.png,Type3,20240202143324,20260327092150,,,50,130,,,,SH,SH04,SH040300
3307688,38,올리브영 제주협재점,제주특별자치도 제주시 한림읍 한림로 336,,63011,,126.24062602351,33.3934132787812,6,https://tong.visitkorea.or.kr/cms/resource/94/4029094_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4029094_image3_1.jpg,Type3,20240411165822,20260317101259,,,50,110,,,,SH,SH04,SH040300
3307736,38,듀엘 신세계사이먼프리미엄 아울렛 제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,63522,,126.31635202613,33.3049726791712,6,https://tong.visitkorea.or.kr/cms/resource/06/4024206_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/06/4024206_image3_1.jpg,Type3,20240202165510,20260330091611,,,50,130,,,,SH,SH04,SH040300
3317905,12,현애원,제주특별자치도 서귀포시 성산읍 산성효자로114번길 131-1,,63639,,126.90839950157283,33.456075237513254,6,https://tong.visitkorea.or.kr/cms/resource/32/3514132_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/3514132_image3_1.jpg,Type1,20240620155149,20260312090840,,,50,130,,,,NA,NA04,NA040700
3318880,15,제8회 농촌융복합산업 제주국제박람회,제주특별자치도 서귀포시 중문관광로 191 (중문동),,63546,064-722-7915,126.4207718907,33.2440353493,6,https://tong.visitkorea.or.kr/cms/resource/10/4066710_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4066710_image3_1.jpg,Type3,20240621154139,20260716102956,,,50,130,,,,EV,EV03,EV030200
3329719,12,제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885,,63038,,126.3734284420147,33.394132960406694,6,https://tong.visitkorea.or.kr/cms/resource/18/3329718_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/3329718_image3_1.jpg,Type3,20240627135532,20260406094239,,,50,110,,,,EX,EX07,EX070200
3331534,12,나무와열매 체험농장,제주특별자치도 서귀포시 안덕면 덕수동로25번길 42-8,,63527,,126.30800722797906,33.25819487104735,6,https://tong.visitkorea.or.kr/cms/resource/76/3331576_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/76/3331576_image3_1.jpg,Type3,20240705172345,20260406094239,,,50,130,,,,EX,EX03,EX030300
3343597,12,오레브핫스프링앤스파,제주특별자치도 서귀포시 태평로 152 (호근동),,63571,,126.53825656755784,33.24329540701989,6,https://tong.visitkorea.or.kr/cms/resource/11/3343511_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/3343511_image3_1.jpg,Type3,20240806135558,20260514095135,,,50,130,,,,EX,EX05,EX050500
3344437,12,가파도 소망전망대,제주특별자치도 서귀포시 대정읍 가파리,513,63514,,126.268899,33.169011,6,https://tong.visitkorea.or.kr/cms/resource/99/3344399_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/3344399_image3_1.jpg,Type3,20240807154450,20260406094239,,,50,130,,,,VE,VE01,VE010200
3344565,32,JW 메리어트 제주 리조트 & 스파,제주특별자치도 서귀포시 태평로 152 (호근동),,63571,,126.538638,33.243844,6,https://tong.visitkorea.or.kr/cms/resource/32/3344532_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/3344532_image3_1.jpg,Type3,20240807173511,20260406094239,,,50,130,,,,AC,AC01,AC010100
